epoch,train_loss,train_acc,val_loss,val_acc
1,0.2610237261853692,0.9449889750337862,0.0482008119213172,0.986398816298657
2,0.03645081118976581,0.9895582900633046,0.03312998515513068,0.9891304347826088
3,0.02072831266744812,0.9940536311259691,0.025653001003850557,0.9921465968586388
4,0.014586414445531585,0.995703819617327,0.0289588966773015,0.9904962440245846
5,0.010188686315563005,0.9970694928515542,0.02229042053891256,0.9931709537901207
6,0.0052795356527862245,0.9986201010029163,0.014644526800506654,0.9953903938083315
7,0.003810565696396074,0.9990468738886124,0.011478083386085821,0.9966423856134761
8,0.002542917088804394,0.9994451952485952,0.010719125684778945,0.9970407466423856
